MarriageQuality,TFP,se
-1.0,-0.10849076747214914,0.08858095247402051
-0.5,-0.08943401677880924,0.09230045958946195
0.0,-0.07037726608546935,0.0965286045826299
0.5,-0.05132051539212945,0.10120165575689039
1.0,-0.032263764698789554,0.1062609322198199
