YEAR,KID,FID,MID,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,YBIRTH,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
2002,3047006,3047001,3047002,1968,1996,9999,9999,1973,9999,9999,0,0,2000,16274.602901032433,8.137301450516215,1979,8327.810037416537,4.208089963323162,5,5,5,29,34,FALSE,FALSE,-7997,-7997,1,1996,93,14,0,NA,100,20,8,7,4,32,2.5,6,0.4327698309492848,0.03399581589958159,1,1
2007,3047006,3047001,3047002,1968,1996,9999,9999,1973,9999,9999,0,0,2080,18270.23690099545,8.783767740863215,540,6643.72250945289,12.303189832320156,5,6,5,34,39,FALSE,FALSE,-7992,-7992,1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,1
1997,3047005,3047174,3047175,1968,1988,9999,9999,1972,9999,9999,0,0,0,0,NA,0,0,NA,NA,0,0,25,29,FALSE,FALSE,-8002,-8002,1,1993,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,4,NA,NA,1,1
2002,3047005,3047174,3047175,1968,1988,9999,9999,1972,9999,9999,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,30,34,FALSE,FALSE,-7997,-7997,1,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1
2007,3047005,3047174,3047175,1968,1988,9999,9999,1972,9999,9999,0,0,2080,6643.72250945289,3.1940973603138927,2080,12456.979705224168,5.988932550588541,NA,3,3,35,39,FALSE,FALSE,-7992,-7992,1,1993,103,49,91,25,99,39,NA,4,1,46.25,22,14,0.6423611111111112,0.3055555555555556,1,1
1997,3057005,3057001,3057002,1974,1993,9999,9999,1975,9999,1986,0,0,2080,21453.60535742096,10.319184176919482,1040,5363.40133935524,5.159592088459741,2,2,2,22,23,FALSE,FALSE,-8002,-8002,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8333333333333,18.3333333333333,3,0.4112318840579707,0.25462962962962915,1,1
2002,3057005,3057001,3057002,1974,1993,9999,9999,1975,9999,1986,0,0,2000,27762.5578899965,13.88127894499825,2205,15317.27331861876,6.946609214793089,7,7,7,27,28,FALSE,FALSE,-7997,-7997,1,1994,93,29,97,15,91,25,10,1,2,2.5,2.5,8,0.035921525283227417,0.03399581589958159,1,1
2007,3057005,3057001,3057002,1974,1993,9999,9999,1975,9999,1986,0,0,2080,32388.14723358284,15.571224631530212,3120,24083.494096766728,7.71906862075857,12,12,12,32,33,FALSE,FALSE,-7992,-7992,1,1994,96,44,86,21,91,33,12,1,3,16,8,13,0.3076923076923077,0.1111111111111111,1,1
1997,3059003,3059001,3059002,1961,1982,9999,9999,1950,9999,1986,1,1,0,0,NA,0,0,NA,1,1,1,47,36,FALSE,FALSE,-8002,-8002,1,1991,135,33,127,15,140,28,14,3,2,NA,NA,6,NA,NA,1,1
2002,3059003,3059001,3059002,1961,1982,9999,9999,1950,9999,1986,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,41,FALSE,FALSE,-7997,-7997,1,1991,120,50,92,22,113,40,15,4,2,NA,NA,11,NA,NA,1,1
2007,3059003,3059001,3059002,1961,1982,9999,9999,1950,9999,1986,1,1,0,0,NA,2080,20761.632842040282,9.981554250980931,8,8,8,57,46,FALSE,FALSE,-7992,-7992,1,1991,154,56,106,33,106,45,18,4,0,3.83333333333333,0,16,0.05324074074074069,0,1,1
1997,3064006,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,3120,16090.204018065722,5.159592088459741,0,0,NA,0,0,0,35,36,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.45,11.75,3,0.25401785714285713,0.22596153846153846,1,1
2002,3064006,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,41,FALSE,FALSE,-7997,-7997,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,1
2007,3064006,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,46,FALSE,FALSE,-7992,-7992,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,1
1997,3064007,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,3120,16090.204018065722,5.159592088459741,0,0,NA,0,0,0,35,36,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333,29.1666666666667,1,0.20833333333333304,0.5608974358974366,1,1
2002,3064007,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,41,FALSE,FALSE,-7997,-7997,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1
2007,3064007,3064001,3064002,1961,1989,9999,9999,1962,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,46,FALSE,FALSE,-7992,-7992,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,1
1997,3066003,3066001,3066002,1967,1992,9999,9999,1963,9999,1981,1,1,2080,42907.21071484192,20.627641551160256,2080,16090.204018065722,7.734024731350257,1,1.5,1,34,30,FALSE,FALSE,-8002,-8002,1,1993,124,13,NA,NA,126,16,1,9,0,45.9166666666667,45.8333333333333,4,0.637731481481482,0.6365740740740736,1,1
2002,3066003,3066001,3066002,1967,1992,9999,9999,1963,9999,1981,1,1,1936,71799.71868102544,37.086631550116444,1912,64141.08202171606,33.54659101554187,6,6.5,6,39,35,FALSE,FALSE,-7997,-7997,1,1993,107,42,122,28,155,46,12,5,1,11.5,13.5833333333333,9,0.1528629856850716,0.18167009602194742,1,1
2007,3066003,3066001,3066002,1967,1992,9999,9999,1963,9999,1981,1,1,0,0,NA,2080,85537.92730920596,41.124003514041355,11,11.5,11,44,40,FALSE,FALSE,-7992,-7992,1,1993,129,54,107,31,153,57,19,4,0,9.5,14.75,14,0.13194444444444445,0.13169642857142858,1,1
1997,3078003,3078001,3078002,1966,1991,2004,2003,1967,1971,1982,0,1,1800,53634.013393552406,29.799057841457717,2000,34325.76857187354,17.16288428593677,2,2,2,30,31,FALSE,FALSE,-7,-6,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1666666666667,25,1,0.41021617852161824,0.3230616302186879,3,3
2002,3078003,3078001,3078002,1966,1991,2004,2003,1967,1971,1982,0,1,2130,95732.95824136725,44.94505081754331,2424,43079.831208615265,17.772207594313226,7,7,7,35,36,FALSE,FALSE,-2,-1,2,1996,155,46,125,16,123,27,14,6,3,15,0,6,0.22941176470588234,0,3,3
2007,3078003,3078001,3078002,1966,1991,2004,2003,1967,1971,1982,0,1,1950,41523.265684080565,21.293982402092563,2340,62284.89852612084,26.617478002615705,12,12,12,40,41,TRUE,TRUE,3,4,2,1996,104,45,99,26,102,36,NA,7,2,12,0,11,0.1791044776119403,0,2,2
1997,3088004,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,0,0,NA,0,0,NA,NA,0,0,28,27,FALSE,FALSE,-18,-19,2,1993,95,5,NA,NA,89,5,4,8,2,NA,NA,4,NA,NA,3,3
2002,3088004,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,2080,23933.23956034181,11.506365173241257,2080,11487.95498896407,5.523055283155803,NA,3,3,33,32,FALSE,FALSE,-13,-14,2,1993,111,43,107,24,117,35,12,8,7,16.3333333333333,15.3333333333333,9,0.2268518518518514,0.2129629629629625,3,3
2007,3088004,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,2340,49827.91882089667,21.293982402092563,2080,13287.44501890578,6.388194720627777,NA,8,8,38,37,FALSE,FALSE,-8,-9,2,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,3,3
1997,3088005,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,0,0,NA,0,0,NA,NA,0,0,28,27,FALSE,FALSE,-18,-19,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3
2002,3088005,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,2080,23933.23956034181,11.506365173241257,2080,11487.95498896407,5.523055283155803,NA,3,3,33,32,FALSE,FALSE,-13,-14,2,1994,114,36,117,20,101,27,13,11,3,15,14,8,0.20833333333333334,0.19444444444444445,3,3
2007,3088005,3088002,3088003,1970,1991,2015,2016,1969,1971,1982,0,0,2340,49827.91882089667,21.293982402092563,2080,13287.44501890578,6.388194720627777,NA,8,8,38,37,FALSE,FALSE,-8,-9,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,3
1997,3090003,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,0,0,NA,2000,91177.82276903909,45.58891138451954,2,2,2,43,41,FALSE,FALSE,-8002,-8002,2,1985,118,49,93,23,120,41,19,2,2,NA,NA,12,NA,NA,1,1
2002,3090003,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,2040,71799.71868102544,35.19594052991443,2295,95732.95824136725,41.713707294713394,7,7,7,48,46,FALSE,FALSE,-7997,-7997,2,1985,110,53,124,37,132,55,18,5,0,16.3333333333333,15.3333333333333,17,0.2406725229054496,0.21071176885130327,1,1
2007,3090003,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,2080,99655.83764179335,47.91146040470835,2340,83046.53136816113,35.4899706701543,12,12,12,53,51,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,3090004,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,0,0,NA,2000,91177.82276903909,45.58891138451954,2,2,2,43,41,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,NA,NA,1,1
2002,3090004,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,2040,71799.71868102544,35.19594052991443,2295,95732.95824136725,41.713707294713394,7,7,7,48,46,FALSE,FALSE,-7997,-7997,2,1994,116,42,111,21,134,37,16,10,4,28.9166666666667,18.25,8,0.4260885992254657,0.25079281183932345,1,1
2007,3090004,3090001,3090002,1956,1983,9999,9999,1954,1970,1987,1,1,2080,99655.83764179335,47.91146040470835,2340,83046.53136816113,35.4899706701543,12,12,12,53,51,FALSE,FALSE,-7992,-7992,2,1994,121,52,112,31,132,49,NA,0,2,18.3333333333333,13.6666666666667,13,0.27363184079601943,0.18981481481481527,1,1
1997,3091003,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,0,0,NA,0,0,NA,0,0,0,47,43,FALSE,FALSE,-8002,-8002,2,1986,111,45,123,31,142,45,16,6,0,15.25,21.5,11,0.13616071428571427,0.19196428571428573,1,1
2002,3091003,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,1984,95732.95824136725,48.252499113592364,0,0,NA,0,0,0,52,48,FALSE,FALSE,-7997,-7997,2,1986,106,52,106,32,135,55,16,4,2,10.0833333333333,25.8,16,0.09002976190476161,0.34937500000000005,1,1
2007,3091003,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,2600,116265.14391542558,44.71736304439441,520,830.4653136816113,1.5970486801569421,0,1,0,57,53,FALSE,FALSE,-7992,-7992,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
1997,3091004,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,0,0,NA,0,0,NA,0,0,0,47,43,FALSE,FALSE,-8002,-8002,2,1988,115,43,129,29,132,38,16,6,3,14.9166666666667,24.6666666666667,9,0.1331845238095241,0.22023809523809554,1,1
2002,3091004,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,1984,95732.95824136725,48.252499113592364,0,0,NA,0,0,0,52,48,FALSE,FALSE,-7997,-7997,2,1988,108,51,95,27,118,47,19,8,1,20.8333333333333,28.7166666666667,14,0.18601190476190446,0.3888715277777783,1,1
2007,3091004,3091001,3091002,1954,1980,9999,9999,1950,1970,1987,1,1,2600,116265.14391542558,44.71736304439441,520,830.4653136816113,1.5970486801569421,0,1,0,57,53,FALSE,FALSE,-7992,-7992,2,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,3094003,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,2080,23598.96589316306,11.348957234075689,0,0,NA,0,0,0,31,28,FALSE,FALSE,-8002,-8002,2,1992,185,51,NA,NA,122,19,6,0,1,NA,NA,5,NA,NA,1,1
2002,3094003,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,1268,14408.767544908185,11.363381344564814,0,0,NA,0,0,0,36,33,FALSE,FALSE,-7997,-7997,2,1992,118,48,110,26,109,36,13,2,2,20.25,6.66666666666667,10,0.18080357142857142,0.07609013754755638,1,1
2007,3094003,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,2080,NA,NA,0,0,NA,0,0,0,41,38,FALSE,FALSE,-7992,-7992,2,1992,116,53,98,30,123,50,13,0,0,11.5833333333333,4.5,15,0.10342261904761875,0.0625,1,1
1997,3094004,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,2080,23598.96589316306,11.348957234075689,0,0,NA,0,0,0,31,28,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1
2002,3094004,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,1268,14408.767544908185,11.363381344564814,0,0,NA,0,0,0,36,33,FALSE,FALSE,-7997,-7997,2,1994,154,52,112,23,101,26,9,3,0,20.9166666666667,18.1666666666667,8,0.1867559523809527,0.2073456248170914,1,1
2007,3094004,3094001,3094002,1969,1990,9999,9999,1966,1970,1987,0,0,2080,NA,NA,0,0,NA,0,0,0,41,38,FALSE,FALSE,-7992,-7992,2,1994,118,51,93,25,100,38,15,0,0,16,5.25,13,0.14285714285714285,0.07291666666666667,1,1
1997,3096003,3096001,3096002,1965,1990,9999,9999,1963,1970,1987,1,1,1920,53634.013393552406,27.93259417536209,400,3218.0408036131444,8.045102009032862,1,1.5,1,34,32,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5833333333333,22.5,3,0.3027900688298915,0.29969262295081966,1,1
2002,3096003,3096001,3096002,1965,1990,9999,9999,1963,1970,1987,1,1,2064,62226.42285688871,30.14846068647709,2056,28719.887472410173,13.96881686401273,5,5.5,5,39,37,FALSE,FALSE,-7997,-7997,2,1994,117,38,125,23,115,30,12,2,1,18.4166666666667,25.6666666666667,8,0.2541578202406233,0.3549645390070927,1,1
2007,3096003,3096001,3096002,1965,1990,9999,9999,1963,1970,1987,1,1,2080,87198.85793656918,41.92252785411977,2080,37370.93911567251,17.966797651765642,10,10.5,10,44,42,FALSE,FALSE,-7992,-7992,2,1994,117,50,124,33,122,44,18,6,1,5.66666666666667,8.16666666666667,13,0.07870370370370375,0.11342592592592597,1,1
1997,3105003,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,2860,75087.61875097337,26.259212957483257,1280,15017.523750194674,11.735122130509266,1,1,1,35,35,FALSE,FALSE,-3,-1,2,1984,125,52,93,24,118,43,15,10,6,22.75,0,13,0.26034330985915494,0,3,3
2002,3105003,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,1960,116985.67497095077,59.686568862729985,1996,49781.13828551097,24.940450042841167,6,6,6,40,40,TRUE,TRUE,2,4,2,1984,123,55,117,37,137,57,20,4,0,NA,NA,18,NA,NA,2,2
2007,3105003,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,2080,157788.40959950615,75.85981230745483,2080,53149.78007562312,25.55277888251114,11,11,11,45,45,TRUE,TRUE,7,9,2,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,2,2
1997,3105004,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,2860,75087.61875097337,26.259212957483257,1280,15017.523750194674,11.735122130509266,1,1,1,35,35,FALSE,FALSE,-3,-1,2,1987,105,41,99,22,124,37,13,7,5,19.3333333333333,0,10,0.22124413145539867,0,3,3
2002,3105004,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,1960,116985.67497095077,59.686568862729985,1996,49781.13828551097,24.940450042841167,6,6,6,40,40,TRUE,TRUE,2,4,2,1987,96,49,102,31,131,54,18,1,0,NA,NA,15,NA,NA,2,2
2007,3105004,3105001,3105002,1962,1982,2000,1998,1962,1972,1987,1,1,2080,157788.40959950615,75.85981230745483,2080,53149.78007562312,25.55277888251114,11,11,11,45,45,TRUE,TRUE,7,9,2,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,2,2
1997,3109003,3109001,3109002,1955,1991,9999,9999,1959,1970,1980,1,1,2000,48270.61205419716,24.135306027098583,0,0,NA,0,0,0,38,42,FALSE,FALSE,-8002,-8002,2,1994,118,9,NA,NA,94,4,6,5,3,49.0833333333333,17,3,0.43824404761904734,0.2311715481171548,1,1
2002,3109003,3109001,3109002,1955,1991,9999,9999,1959,1970,1980,1,1,1944,79458.35534033482,40.873639578361534,0,0,NA,0,0,0,43,47,FALSE,FALSE,-7997,-7997,2,1994,143,51,121,26,125,35,19,6,0,31.0833333333333,26.3333333333333,8,0.2775297619047616,0.3529209621993123,1,1
2007,3109003,3109001,3109002,1955,1991,9999,9999,1959,1970,1980,1,1,2080,65606.7597808473,31.541711433099632,1300,13287.44501890578,10.22111155300444,4,4.5,4,48,52,FALSE,FALSE,-7992,-7992,2,1994,125,53,108,30,113,43,27,9,0,13.6666666666667,14.0833333333333,13,0.15708812260536437,0.1956018518518514,1,1
1997,3117005,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,0,0,NA,0,0,NA,0,0,0,38,34,FALSE,FALSE,-8002,-8002,2,1985,85,36,84,19,78,26,14,7,6,9.08333333333333,2.91666666666667,12,0.08110119047619045,0.026041666666666696,1,1
2002,3117005,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,2580,28719.887472410173,11.13173933039154,2580,14868.285744466748,5.7629014513437005,4,4,4,43,39,FALSE,FALSE,-7997,-7997,2,1985,71,37,76,21,68,28,16,14,10,0,0,17,0,0,1,1
2007,3117005,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,1560,20761.632842040282,13.308739001307853,0,0,NA,NA,4,4,48,44,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,3117006,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,0,0,NA,0,0,NA,0,0,0,38,34,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,10,4,18.1666666666667,2.91666666666667,3,0.16220238095238124,0.026041666666666696,1,1
2002,3117006,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,2580,28719.887472410173,11.13173933039154,2580,14868.285744466748,5.7629014513437005,4,4,4,43,39,FALSE,FALSE,-7997,-7997,2,1994,98,30,110,18,94,25,11,4,2,2.5,4,8,0.040073982737361284,0.06411837237977805,1,1
2007,3117006,3117001,3117002,1963,1980,9999,9999,1959,1973,1987,0,0,1560,20761.632842040282,13.308739001307853,0,0,NA,NA,4,4,48,44,FALSE,FALSE,-7992,-7992,2,1994,103,47,96,26,91,33,19,7,4,18.5,0,13,0.16517857142857142,0,1,1
1997,3121004,3121001,3121002,1956,1980,9999,9999,1954,1973,1987,1,0,2880,58997.414732907644,20.48819311633702,0,0,NA,0,0,0,43,41,FALSE,FALSE,-8002,-8002,2,1985,97,43,110,29,127,44,17,8,9,21.4166666666667,18.25,12,0.1912202380952384,0.32235054347826086,1,1
2002,3121004,3121001,3121002,1956,1980,9999,9999,1954,1973,1987,1,0,2016,53610.45661516566,26.592488400379793,0,0,NA,0,0,0,48,46,FALSE,FALSE,-7997,-7997,2,1985,100,52,119,37,130,55,16,0,2,0.833333333333333,0,17,0.0074404761904761875,0,1,1
2007,3121004,3121001,3121002,1956,1980,9999,9999,1954,1973,1987,1,0,2080,70589.55166293695,33.93728445333506,0,0,NA,0,0,0,53,51,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,3123003,3123001,3123002,1955,1980,9999,9999,1951,1970,1980,1,1,2600,80451.0200903286,30.946825728079737,2500,80451.0200903286,32.180408036131446,2,2,2,46,42,FALSE,FALSE,-8002,-8002,2,1986,155,55,115,29,131,42,26,1,1,13.5,9,11,0.2111913357400722,0.14516129032258066,1,1
2002,3123003,3123001,3123002,1955,1980,9999,9999,1951,1970,1980,1,1,2284,78022.3609667143,34.16040322535653,2460,105306.25406550398,42.807420351830885,7,7,7,51,47,FALSE,FALSE,-7997,-7997,2,1986,149,56,117,35,127,53,26,1,0,13,15.1666666666667,16,0.20095124851367419,0.22278719397363514,1,1
2007,3123003,3123001,3123002,1955,1980,9999,9999,1951,1970,1980,1,1,3380,103808.16421020142,30.71247461840282,2080,104638.62952388302,50.30703342494378,12,12,12,56,52,FALSE,FALSE,-7992,-7992,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
1997,3124003,3124001,3124002,1959,1983,9999,9999,1957,1970,1980,1,1,2600,58997.414732907644,22.687187665472667,2080,21453.60535742096,10.319184176919482,2,2,2,40,38,FALSE,FALSE,-8002,-8002,2,1985,105,47,120,32,120,43,15,7,1,16.5833333333333,16.5833333333333,12,0.23032407407407363,0.2674731182795694,1,1
2002,3124003,3124001,3124002,1959,1983,9999,9999,1957,1970,1980,1,1,0,0,NA,2080,38293.1832965469,18.41018427718601,7,7,7,45,43,FALSE,FALSE,-7997,-7997,2,1985,165,57,98,31,120,52,14,5,8,16.3333333333333,14.25,17,0.2268518518518514,0.12723214285714285,1,1
2007,3124003,3124001,3124002,1959,1983,9999,9999,1957,1970,1980,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,48,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,3129003,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,2704,1609.0204018065722,7.144050584021181,0,0,NA,0,0,0,29,31,FALSE,FALSE,-8002,-8002,2,1986,NA,NA,NA,NA,NA,NA,NA,7,6,29.1666666666667,40.3333333333333,11,0.26041666666666696,0.6722222222222217,1,1
2002,3129003,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,3720,36378.524131719554,9.779173153688053,583,5743.977494482035,9.852448532559237,0,1,0,34,36,FALSE,FALSE,-7997,-7997,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,1
2007,3129003,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,41,FALSE,FALSE,-7992,-7992,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
1997,3129004,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,2704,1609.0204018065722,7.144050584021181,0,0,NA,0,0,0,29,31,FALSE,FALSE,-8002,-8002,2,1993,NA,NA,NA,NA,NA,NA,NA,3,7,32.0833333333333,6.5,4,0.28645833333333304,0.10833333333333334,1,1
2002,3129004,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,3720,36378.524131719554,9.779173153688053,583,5743.977494482035,9.852448532559237,0,1,0,34,36,FALSE,FALSE,-7997,-7997,2,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1
2007,3129004,3129001,3129002,1966,1985,9999,9999,1968,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,41,FALSE,FALSE,-7992,-7992,2,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1,1
1997,3133003,3133001,3133002,1980,1996,2011,2010,1966,1970,1980,0,0,0,0,NA,0,0,NA,0,0,0,31,17,FALSE,FALSE,-14,-13,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1666666666667,0,1,0.5818452380952384,0,3,3
2002,3133003,3133001,3133002,1980,1996,2011,2010,1966,1970,1980,0,0,0,0,NA,0,0,NA,0,0,0,36,22,FALSE,FALSE,-9,-8,2,1996,114,22,104,5,94,18,7,7,4,37.4166666666667,39.0833333333333,6,0.33407738095238126,0.34895833333333304,3,3
2007,3133003,3133001,3133002,1980,1996,2011,2010,1966,1970,1980,0,0,0,0,NA,2080,12456.979705224168,5.988932550588541,2,2.5,2,41,27,FALSE,FALSE,-4,-3,2,1996,99,42,95,23,101,34,14,11,6,13.6666666666667,19.6666666666667,11,0.18981481481481527,0.1755952380952384,3,3
1997,3135003,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,480,3218.0408036131444,6.704251674194051,0,0,NA,0,0,0,32,29,FALSE,FALSE,-8002,-8002,2,1991,97,13,NA,NA,102,17,6,11,NA,34.6666666666667,12.1666666666667,6,0.3095238095238098,0.11838822355289452,1,1
2002,3135003,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,760,34463.86496689221,45.34719074591081,132,861.5966241723053,6.527247152820494,0,0.5,0,37,34,FALSE,FALSE,-7997,-7997,2,1991,94,40,91,20,88,30,11,7,7,27.4166666666667,32,11,0.25046849379245756,0.3285939968404423,1,1
2007,3135003,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,2600,46506.05756617023,17.88694521775775,0,0,NA,0,0.5,0,42,39,FALSE,FALSE,-7992,-7992,2,1991,87,44,90,27,71,27,NA,5,4,0,0,16,0,0,1,1
1997,3135004,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,480,3218.0408036131444,6.704251674194051,0,0,NA,0,0,0,32,29,FALSE,FALSE,-8002,-8002,2,1993,90,4,NA,NA,76,2,6,5,2,35.75,14,4,0.31919642857142855,0.13622754491017963,1,1
2002,3135004,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,760,34463.86496689221,45.34719074591081,132,861.5966241723053,6.527247152820494,0,0.5,0,37,34,FALSE,FALSE,-7997,-7997,2,1993,84,30,88,15,88,27,11,9,4,32.5,30,9,0.2969079409697821,0.3080568720379147,1,1
2007,3135004,3135001,3135002,1968,1991,9999,9999,1965,1970,1980,0,0,2600,46506.05756617023,17.88694521775775,0,0,NA,0,0.5,0,42,39,FALSE,FALSE,-7992,-7992,2,1993,82,39,85,23,78,29,9,11,6,8,8.41666666666667,14,0.07142857142857142,0.13575268817204306,1,1
1997,3140003,3140001,3140002,1955,1977,9999,9999,1951,1970,1980,1,1,2392,87959.78196542594,36.77147958261953,480,8581.442142968384,17.881580065410372,0,1,0,46,42,FALSE,FALSE,-8002,-8002,2,1988,120,43,100,19,109,30,14,2,2,24.3333333333333,17.3333333333333,9,0.2367764471057881,0.2626262626262621,1,1
